MIRNA_ID	MRNA_ID	LOCATION	PROBABILITY	PREDICT	LABEL
hsa-miR-552-3p	HCN1	3806,3835	0.9999887943267822	1	-1
hsa-miR-552-3p	PURA	103,132	0.9999840259552002	1	-1
hsa-miR-552-3p	CSRNP3	8472,8501	0.9999809265136719	1	-1
hsa-miR-552-3p	MRO	4136,4165	0.9999775886535645	1	-1
hsa-miR-552-3p	CMBL	1337,1366	0.9999774694442749	1	-1
hsa-miR-552-3p	SLC6A2	973,1002	0.9999707937240601	1	-1
hsa-miR-552-3p	ZNF211	159,188	0.9999641180038452	1	-1
hsa-miR-552-3p	KCNQ2	2248,2277	0.9999604225158691	1	-1
hsa-miR-552-3p	DCC	4042,4071	0.9999594688415527	1	-1
hsa-miR-552-3p	LUC7L3	1191,1220	0.9999581575393677	1	-1
hsa-miR-552-3p	DCTN4	562,591	0.9999493360519409	1	-1
hsa-miR-552-3p	NSA2	490,519	0.9999474287033081	1	-1
hsa-miR-552-3p	PNPLA5	162,191	0.9999452829360962	1	-1
hsa-miR-552-3p	LMO3	2718,2747	0.9999446868896484	1	-1
hsa-miR-552-3p	ZC3H13	1667,1696	0.9999446868896484	1	-1
hsa-miR-552-3p	ANKRD60	1169,1198	0.9999282360076904	1	-1
hsa-miR-552-3p	ARL10	3460,3489	0.999925971031189	1	-1
hsa-miR-552-3p	AP5M1	1955,1984	0.9999215602874756	1	-1
hsa-miR-552-3p	GOLM1	418,447	0.9999202489852905	1	-1
hsa-miR-552-3p	ZNF667	356,385	0.9999192953109741	1	-1
hsa-miR-552-3p	CHDH	1732,1761	0.9999173879623413	1	-1
hsa-miR-552-3p	PCDH9	13878,13907	0.9999169111251831	1	-1
hsa-miR-552-3p	TLE4	162,191	0.9999104738235474	1	-1
hsa-miR-552-3p	PCDHA10	5266,5295	0.9999080896377563	1	-1
hsa-miR-552-3p	RPL14	13,42	0.9999078512191772	1	-1
hsa-miR-552-3p	IFT80	215,244	0.9999058246612549	1	-1
hsa-miR-552-3p	RO60	3821,3850	0.9999016523361206	1	-1
hsa-miR-552-3p	RPL27A	206,235	0.999897837638855	1	-1
hsa-miR-552-3p	CAMK1D	5038,5067	0.9998977184295654	1	-1
hsa-miR-552-3p	MID2	3837,3866	0.9998968839645386	1	-1
hsa-miR-552-3p	N4BP2	1311,1340	0.9998962879180908	1	-1
